Country,Region,Year,GDP_Billion_USD,Latitude,Longitude
Romania,Europe,2026,249.961,45.9432,24.9668
Costa Rica,Central America,2018,30.074,9.7489,-83.7534
Belgium,Europe,2022,346.54,50.5039,4.4699
Romania,Europe,2011,173.925,45.9432,24.9668
Bhutan,South Asia,2013,3.39,27.5142,90.4336
Belgium,Europe,2015,299.028,50.5039,4.4699
Belgium,Europe,2009,284.859,50.5039,4.4699
Fiji,Oceania,2024,5.382,-17.7134,178.065
Algeria,Africa,2015,169.778,28.0339,1.6596
Fiji,Oceania,2018,4.806,-17.7134,178.065
Singapore,Asia,2012,256.482,1.3521,103.8198
Belgium,Europe,2011,317.931,50.5039,4.4699
Estonia,Europe,2015,25.785,58.5953,25.0136
India,South Asia,2008,1002.515,20.5937,78.9629
Estonia,Europe,2014,26.702,58.5953,25.0136
Nepal,South Asia,2010,7.561,28.3949,84.124
Costa Rica,Central America,2014,26.195,9.7489,-83.7534
Singapore,Asia,2024,437.434,1.3521,103.8198
Nepal,South Asia,2008,7.341,28.3949,84.124
Romania,Europe,2007,147.444,45.9432,24.9668
India,South Asia,2013,1394.126,20.5937,78.9629
Bhutan,South Asia,2025,6.48,27.5142,90.4336
Belgium,Europe,2025,378.38,50.5039,4.4699
Singapore,Asia,2011,249.639,1.3521,103.8198
India,South Asia,2019,2107.804,20.5937,78.9629
India,South Asia,2008,954.269,20.5937,78.9629
Bhutan,South Asia,2018,3.956,27.5142,90.4336
Singapore,Asia,2014,267.099,1.3521,103.8198
Fiji,Oceania,2022,4.924,-17.7134,178.065
Mexico,North America,2018,1209.155,23.6345,-102.5528
India,South Asia,2016,1799.106,20.5937,78.9629
Costa Rica,Central America,2025,34.741,9.7489,-83.7534
Costa Rica,Central America,2021,31.421,9.7489,-83.7534
Algeria,Africa,2010,161.189,28.0339,1.6596
Bhutan,South Asia,2013,3.459,27.5142,90.4336
Singapore,Asia,2015,293.456,1.3521,103.8198
India,South Asia,2014,1522.11,20.5937,78.9629
Nepal,South Asia,2006,6.823,28.3949,84.124
Romania,Europe,2025,256.49,45.9432,24.9668
Belgium,Europe,2020,335.426,50.5039,4.4699
Bhutan,South Asia,2007,2.293,27.5142,90.4336
Mexico,North America,2013,1112.536,23.6345,-102.5528
Estonia,Europe,2010,21.752,58.5953,25.0136
Costa Rica,Central America,2013,27.483,9.7489,-83.7534
Estonia,Europe,2020,31.361,58.5953,25.0136
Romania,Europe,2012,159.109,45.9432,24.9668
Costa Rica,Central America,2023,32.852,9.7489,-83.7534
India,South Asia,2024,2978.628,20.5937,78.9629
Costa Rica,Central America,2004,22.587,9.7489,-83.7534
Mexico,North America,2009,929.53,23.6345,-102.5528
Costa Rica,Central America,2022,33.213,9.7489,-83.7534
Estonia,Europe,2017,25.923,58.5953,25.0136
Algeria,Africa,2018,195.163,28.0339,1.6596
Fiji,Oceania,2009,3.411,-17.7134,178.065
Belgium,Europe,2011,296.745,50.5039,4.4699
Estonia,Europe,2008,21.423,58.5953,25.0136
Algeria,Africa,2021,198.314,28.0339,1.6596
Fiji,Oceania,2014,3.965,-17.7134,178.065
Nepal,South Asia,2006,6.101,28.3949,84.124
Romania,Europe,2005,119.669,45.9432,24.9668
India,South Asia,2020,2452.847,20.5937,78.9629
Singapore,Asia,2016,273.717,1.3521,103.8198
Belgium,Europe,2012,347.813,50.5039,4.4699
Bhutan,South Asia,2020,5.131,27.5142,90.4336
India,South Asia,2026,3922.947,20.5937,78.9629
Singapore,Asia,2018,331.845,1.3521,103.8198
Singapore,Asia,2026,428.053,1.3521,103.8198
Mexico,North America,2010,1077.6,23.6345,-102.5528
Bhutan,South Asia,2015,3.918,27.5142,90.4336
Fiji,Oceania,2015,3.774,-17.7134,178.065
Romania,Europe,2005,128.341,45.9432,24.9668
Singapore,Asia,2019,351.575,1.3521,103.8198
Estonia,Europe,2020,29.935,58.5953,25.0136
Estonia,Europe,2022,31.091,58.5953,25.0136
India,South Asia,2023,3105.716,20.5937,78.9629
Fiji,Oceania,2006,3.176,-17.7134,178.065
Romania,Europe,2019,213.04,45.9432,24.9668
Singapore,Asia,2019,303.979,1.3521,103.8198
Bhutan,South Asia,2018,4.503,27.5142,90.4336
Algeria,Africa,2019,186.198,28.0339,1.6596
Singapore,Asia,2010,236.788,1.3521,103.8198
India,South Asia,2025,3475.046,20.5937,78.9629
Nepal,South Asia,2016,11.004,28.3949,84.124
Estonia,Europe,2020,29.346,58.5953,25.0136
Algeria,Africa,2005,155.214,28.0339,1.6596
Nepal,South Asia,2022,13.871,28.3949,84.124
India,South Asia,2019,2226.962,20.5937,78.9629
Romania,Europe,2006,147.246,45.9432,24.9668
Bhutan,South Asia,2021,5.258,27.5142,90.4336
Fiji,Oceania,2005,3.193,-17.7134,178.065
Mexico,North America,2012,979.644,23.6345,-102.5528
Algeria,Africa,2013,166.953,28.0339,1.6596
Costa Rica,Central America,2019,32.819,9.7489,-83.7534
Fiji,Oceania,2023,5.478,-17.7134,178.065
India,South Asia,2026,3476.924,20.5937,78.9629
Mexico,North America,2012,1013.346,23.6345,-102.5528
Fiji,Oceania,2016,4.412,-17.7134,178.065
Romania,Europe,2005,144.362,45.9432,24.9668
Costa Rica,Central America,2011,25.988,9.7489,-83.7534
Costa Rica,Central America,2025,37.55,9.7489,-83.7534
India,South Asia,2007,893.916,20.5937,78.9629
Costa Rica,Central America,2018,32.525,9.7489,-83.7534
Estonia,Europe,2009,23.231,58.5953,25.0136
Nepal,South Asia,2012,9.341,28.3949,84.124
Fiji,Oceania,2011,3.891,-17.7134,178.065
Estonia,Europe,2021,27.525,58.5953,25.0136
India,South Asia,2018,2061.199,20.5937,78.9629
Estonia,Europe,2021,31.723,58.5953,25.0136
Belgium,Europe,2016,343.439,50.5039,4.4699
Singapore,Asia,2005,187.095,1.3521,103.8198
Algeria,Africa,2025,219.53,28.0339,1.6596
Romania,Europe,2011,163.414,45.9432,24.9668
Belgium,Europe,2004,286.058,50.5039,4.4699
Belgium,Europe,2011,337.868,50.5039,4.4699
Bhutan,South Asia,2019,5.113,27.5142,90.4336
Romania,Europe,2016,168.383,45.9432,24.9668
Costa Rica,Central America,2009,27.441,9.7489,-83.7534
Costa Rica,Central America,2017,31.29,9.7489,-83.7534
Singapore,Asia,2016,268.497,1.3521,103.8198
India,South Asia,2023,2867.2,20.5937,78.9629
Estonia,Europe,2013,26.163,58.5953,25.0136
Singapore,Asia,2016,302.909,1.3521,103.8198
Romania,Europe,2004,132.869,45.9432,24.9668
Mexico,North America,2006,886.962,23.6345,-102.5528
Costa Rica,Central America,2007,25.803,9.7489,-83.7534
Bhutan,South Asia,2016,4.179,27.5142,90.4336
Romania,Europe,2007,134.879,45.9432,24.9668
Algeria,Africa,2022,196.887,28.0339,1.6596
Romania,Europe,2024,233.368,45.9432,24.9668
Belgium,Europe,2006,317.635,50.5039,4.4699
Fiji,Oceania,2008,3.152,-17.7134,178.065
Belgium,Europe,2024,337.603,50.5039,4.4699
Singapore,Asia,2020,348.022,1.3521,103.8198
India,South Asia,2014,1615.358,20.5937,78.9629
Algeria,Africa,2010,163.876,28.0339,1.6596
Nepal,South Asia,2019,11.933,28.3949,84.124
Romania,Europe,2014,205.253,45.9432,24.9668
Fiji,Oceania,2011,3.474,-17.7134,178.065
Romania,Europe,2021,210.142,45.9432,24.9668
Bhutan,South Asia,2009,2.601,27.5142,90.4336
Fiji,Oceania,2019,4.82,-17.7134,178.065
Costa Rica,Central America,2017,31.237,9.7489,-83.7534
Algeria,Africa,2020,190.404,28.0339,1.6596
Nepal,South Asia,2015,10.443,28.3949,84.124
Romania,Europe,2017,184.751,45.9432,24.9668
Romania,Europe,2011,156.217,45.9432,24.9668
Belgium,Europe,2007,334.75,50.5039,4.4699
Belgium,Europe,2020,337.364,50.5039,4.4699
India,South Asia,2018,1991.294,20.5937,78.9629
Nepal,South Asia,2024,17.901,28.3949,84.124
Estonia,Europe,2008,21.985,58.5953,25.0136
Estonia,Europe,2005,20.113,58.5953,25.0136
Belgium,Europe,2013,332.66,50.5039,4.4699
Algeria,Africa,2026,186.249,28.0339,1.6596
Bhutan,South Asia,2009,2.658,27.5142,90.4336
Costa Rica,Central America,2022,36.579,9.7489,-83.7534
Estonia,Europe,2026,32.717,58.5953,25.0136
Nepal,South Asia,2023,16.209,28.3949,84.124
Bhutan,South Asia,2009,2.552,27.5142,90.4336
Bhutan,South Asia,2024,6.449,27.5142,90.4336
Estonia,Europe,2009,22.43,58.5953,25.0136
Bhutan,South Asia,2018,4.516,27.5142,90.4336
Nepal,South Asia,2011,7.663,28.3949,84.124
Belgium,Europe,2011,330.842,50.5039,4.4699
Nepal,South Asia,2026,17.647,28.3949,84.124
Mexico,North America,2015,1191.707,23.6345,-102.5528
Estonia,Europe,2006,22.623,58.5953,25.0136
Romania,Europe,2007,139.891,45.9432,24.9668
Fiji,Oceania,2009,3.757,-17.7134,178.065
Algeria,Africa,2017,169.506,28.0339,1.6596
Singapore,Asia,2014,257.157,1.3521,103.8198
Mexico,North America,2018,1155.905,23.6345,-102.5528
Fiji,Oceania,2023,5.195,-17.7134,178.065
Fiji,Oceania,2010,3.563,-17.7134,178.065
Costa Rica,Central America,2020,36.427,9.7489,-83.7534
Mexico,North America,2011,1078.653,23.6345,-102.5528
Mexico,North America,2019,1119.231,23.6345,-102.5528
Costa Rica,Central America,2016,27.266,9.7489,-83.7534
Costa Rica,Central America,2026,38.624,9.7489,-83.7534
Mexico,North America,2008,1007.725,23.6345,-102.5528
Bhutan,South Asia,2017,4.757,27.5142,90.4336
Fiji,Oceania,2015,4.193,-17.7134,178.065
Costa Rica,Central America,2017,29.979,9.7489,-83.7534
India,South Asia,2017,1967.289,20.5937,78.9629
Singapore,Asia,2026,423.989,1.3521,103.8198
Fiji,Oceania,2012,4.186,-17.7134,178.065
Nepal,South Asia,2020,13.247,28.3949,84.124
Costa Rica,Central America,2005,21.729,9.7489,-83.7534
Mexico,North America,2012,1032.747,23.6345,-102.5528
Costa Rica,Central America,2015,29.518,9.7489,-83.7534
Estonia,Europe,2015,24.021,58.5953,25.0136
Mexico,North America,2017,1159.738,23.6345,-102.5528
Mexico,North America,2022,1233.594,23.6345,-102.5528
Singapore,Asia,2025,416.972,1.3521,103.8198
Estonia,Europe,2008,22.211,58.5953,25.0136
Belgium,Europe,2011,350.738,50.5039,4.4699
Romania,Europe,2013,184.104,45.9432,24.9668
Belgium,Europe,2005,312.764,50.5039,4.4699
Nepal,South Asia,2011,8.465,28.3949,84.124
Costa Rica,Central America,2006,22.834,9.7489,-83.7534
Mexico,North America,2018,1161.919,23.6345,-102.5528
Mexico,North America,2015,1080.653,23.6345,-102.5528
Singapore,Asia,2016,280.434,1.3521,103.8198
Mexico,North America,2014,1123.115,23.6345,-102.5528
India,South Asia,2016,1761.724,20.5937,78.9629
Algeria,Africa,2021,204.054,28.0339,1.6596
Nepal,South Asia,2010,8.505,28.3949,84.124
Belgium,Europe,2011,347.036,50.5039,4.4699
Romania,Europe,2013,168.923,45.9432,24.9668
Algeria,Africa,2007,158.474,28.0339,1.6596
Algeria,Africa,2007,135.576,28.0339,1.6596
Belgium,Europe,2009,296.481,50.5039,4.4699
Algeria,Africa,2012,161.439,28.0339,1.6596
Estonia,Europe,2020,30.689,58.5953,25.0136
Fiji,Oceania,2017,4.615,-17.7134,178.065
Singapore,Asia,2021,381.056,1.3521,103.8198
Costa Rica,Central America,2009,24.819,9.7489,-83.7534
Costa Rica,Central America,2015,27.425,9.7489,-83.7534
Mexico,North America,2018,1241.284,23.6345,-102.5528
Estonia,Europe,2018,29.032,58.5953,25.0136
Fiji,Oceania,2016,4.755,-17.7134,178.065
Romania,Europe,2017,179.468,45.9432,24.9668
Estonia,Europe,2020,30.044,58.5953,25.0136
Algeria,Africa,2024,208.151,28.0339,1.6596
Costa Rica,Central America,2007,23.952,9.7489,-83.7534
Mexico,North America,2007,988.092,23.6345,-102.5528
Belgium,Europe,2024,370.342,50.5039,4.4699
Belgium,Europe,2026,406.425,50.5039,4.4699
Romania,Europe,2026,237.637,45.9432,24.9668
Fiji,Oceania,2013,4.11,-17.7134,178.065
Singapore,Asia,2026,421.951,1.3521,103.8198
Mexico,North America,2012,1057.351,23.6345,-102.5528
Algeria,Africa,2018,174.927,28.0339,1.6596
Bhutan,South Asia,2016,3.943,27.5142,90.4336
Costa Rica,Central America,2006,24.528,9.7489,-83.7534
Algeria,Africa,2019,198.018,28.0339,1.6596
India,South Asia,2017,1979.158,20.5937,78.9629
Romania,Europe,2014,181.144,45.9432,24.9668
Costa Rica,Central America,2016,29.354,9.7489,-83.7534
Bhutan,South Asia,2010,2.932,27.5142,90.4336
Belgium,Europe,2014,356.167,50.5039,4.4699
Nepal,South Asia,2009,7.884,28.3949,84.124
Estonia,Europe,2023,32.668,58.5953,25.0136
Fiji,Oceania,2019,4.945,-17.7134,178.065
India,South Asia,2026,3832.342,20.5937,78.9629
Belgium,Europe,2004,295.009,50.5039,4.4699
Algeria,Africa,2012,168.539,28.0339,1.6596
Romania,Europe,2012,150.237,45.9432,24.9668
Belgium,Europe,2016,341.304,50.5039,4.4699
Costa Rica,Central America,2012,25.958,9.7489,-83.7534
Fiji,Oceania,2013,3.965,-17.7134,178.065
Fiji,Oceania,2007,3.424,-17.7134,178.065
Fiji,Oceania,2021,4.797,-17.7134,178.065
Fiji,Oceania,2014,3.987,-17.7134,178.065
Costa Rica,Central America,2020,31.548,9.7489,-83.7534
Bhutan,South Asia,2007,2.242,27.5142,90.4336
Costa Rica,Central America,2019,31.076,9.7489,-83.7534
Belgium,Europe,2020,368.891,50.5039,4.4699
Algeria,Africa,2012,169.409,28.0339,1.6596
Estonia,Europe,2021,29.499,58.5953,25.0136
Singapore,Asia,2004,198.768,1.3521,103.8198
Belgium,Europe,2021,364.955,50.5039,4.4699
Singapore,Asia,2022,382.954,1.3521,103.8198
Nepal,South Asia,2020,14.073,28.3949,84.124
Romania,Europe,2022,215.979,45.9432,24.9668
Romania,Europe,2012,170.394,45.9432,24.9668
Mexico,North America,2024,1201.832,23.6345,-102.5528
India,South Asia,2017,1893.226,20.5937,78.9629
India,South Asia,2004,680.475,20.5937,78.9629
Estonia,Europe,2007,22.226,58.5953,25.0136
Bhutan,South Asia,2018,4.617,27.5142,90.4336
Costa Rica,Central America,2004,22.101,9.7489,-83.7534
Bhutan,South Asia,2015,4.128,27.5142,90.4336
Bhutan,South Asia,2013,3.3,27.5142,90.4336
Estonia,Europe,2026,35.0,58.5953,25.0136
Fiji,Oceania,2024,5.322,-17.7134,178.065
Mexico,North America,2009,1064.078,23.6345,-102.5528
India,South Asia,2017,2042.532,20.5937,78.9629
India,South Asia,2019,2139.404,20.5937,78.9629
India,South Asia,2024,3271.75,20.5937,78.9629
Singapore,Asia,2013,239.038,1.3521,103.8198
Mexico,North America,2026,1396.089,23.6345,-102.5528
Romania,Europe,2017,182.227,45.9432,24.9668
Belgium,Europe,2005,341.145,50.5039,4.4699
Singapore,Asia,2012,245.075,1.3521,103.8198
Fiji,Oceania,2024,5.401,-17.7134,178.065
Costa Rica,Central America,2025,36.934,9.7489,-83.7534
Estonia,Europe,2021,31.912,58.5953,25.0136
India,South Asia,2013,1398.53,20.5937,78.9629
Bhutan,South Asia,2021,5.087,27.5142,90.4336
Fiji,Oceania,2021,4.91,-17.7134,178.065
Singapore,Asia,2012,239.449,1.3521,103.8198
Costa Rica,Central America,2016,31.748,9.7489,-83.7534
Romania,Europe,2015,183.891,45.9432,24.9668
Singapore,Asia,2008,215.777,1.3521,103.8198
Singapore,Asia,2012,236.711,1.3521,103.8198
Belgium,Europe,2013,345.423,50.5039,4.4699
Estonia,Europe,2020,28.887,58.5953,25.0136
Estonia,Europe,2021,30.099,58.5953,25.0136
Belgium,Europe,2004,277.588,50.5039,4.4699
Costa Rica,Central America,2009,25.693,9.7489,-83.7534
Fiji,Oceania,2022,5.212,-17.7134,178.065
Algeria,Africa,2004,138.372,28.0339,1.6596
Nepal,South Asia,2019,11.798,28.3949,84.124
Algeria,Africa,2020,183.571,28.0339,1.6596
Costa Rica,Central America,2025,36.749,9.7489,-83.7534
Belgium,Europe,2014,355.769,50.5039,4.4699
Nepal,South Asia,2018,10.713,28.3949,84.124
Fiji,Oceania,2020,4.426,-17.7134,178.065
Nepal,South Asia,2019,13.078,28.3949,84.124
Estonia,Europe,2014,25.134,58.5953,25.0136
Algeria,Africa,2008,171.26,28.0339,1.6596
Bhutan,South Asia,2018,4.57,27.5142,90.4336
India,South Asia,2022,2951.453,20.5937,78.9629
Algeria,Africa,2008,160.597,28.0339,1.6596
Algeria,Africa,2017,205.131,28.0339,1.6596
Estonia,Europe,2026,35.173,58.5953,25.0136
Nepal,South Asia,2025,16.643,28.3949,84.124
Belgium,Europe,2009,315.718,50.5039,4.4699
Costa Rica,Central America,2019,31.105,9.7489,-83.7534
Algeria,Africa,2007,146.657,28.0339,1.6596
Mexico,North America,2017,1150.849,23.6345,-102.5528
Singapore,Asia,2015,285.229,1.3521,103.8198
Bhutan,South Asia,2016,4.33,27.5142,90.4336
Costa Rica,Central America,2015,28.208,9.7489,-83.7534
Nepal,South Asia,2012,9.09,28.3949,84.124
Algeria,Africa,2012,162.454,28.0339,1.6596
Costa Rica,Central America,2013,27.026,9.7489,-83.7534
Estonia,Europe,2013,24.15,58.5953,25.0136
Romania,Europe,2012,162.069,45.9432,24.9668
Bhutan,South Asia,2014,3.576,27.5142,90.4336
Mexico,North America,2014,1082.91,23.6345,-102.5528
Bhutan,South Asia,2007,2.401,27.5142,90.4336
Singapore,Asia,2020,352.912,1.3521,103.8198
Bhutan,South Asia,2015,4.032,27.5142,90.4336
Nepal,South Asia,2025,16.196,28.3949,84.124
Mexico,North America,2024,1356.964,23.6345,-102.5528
Mexico,North America,2021,1263.547,23.6345,-102.5528
Bhutan,South Asia,2022,5.899,27.5142,90.4336
Algeria,Africa,2026,227.211,28.0339,1.6596
Algeria,Africa,2019,188.388,28.0339,1.6596
India,South Asia,2023,2895.229,20.5937,78.9629
India,South Asia,2020,2344.832,20.5937,78.9629
Bhutan,South Asia,2017,4.194,27.5142,90.4336
Singapore,Asia,2017,295.568,1.3521,103.8198
Nepal,South Asia,2019,12.519,28.3949,84.124
Bhutan,South Asia,2015,3.526,27.5142,90.4336
Estonia,Europe,2011,24.301,58.5953,25.0136
Costa Rica,Central America,2026,33.664,9.7489,-83.7534
Belgium,Europe,2013,303.28,50.5039,4.4699
India,South Asia,2005,784.783,20.5937,78.9629
Estonia,Europe,2011,23.748,58.5953,25.0136
Algeria,Africa,2024,191.075,28.0339,1.6596
Nepal,South Asia,2010,8.552,28.3949,84.124
India,South Asia,2022,2819.964,20.5937,78.9629
Singapore,Asia,2012,237.298,1.3521,103.8198
Romania,Europe,2022,230.337,45.9432,24.9668
Belgium,Europe,2009,320.726,50.5039,4.4699
Mexico,North America,2018,1149.877,23.6345,-102.5528
Romania,Europe,2018,204.011,45.9432,24.9668
Mexico,North America,2025,1308.279,23.6345,-102.5528
Algeria,Africa,2025,196.771,28.0339,1.6596
Romania,Europe,2013,162.958,45.9432,24.9668
Romania,Europe,2010,153.064,45.9432,24.9668
Estonia,Europe,2011,23.226,58.5953,25.0136
Bhutan,South Asia,2012,3.024,27.5142,90.4336
Bhutan,South Asia,2012,3.291,27.5142,90.4336
Fiji,Oceania,2004,2.921,-17.7134,178.065
Estonia,Europe,2012,25.186,58.5953,25.0136
Nepal,South Asia,2013,9.447,28.3949,84.124
Mexico,North America,2022,1236.337,23.6345,-102.5528
Belgium,Europe,2011,342.182,50.5039,4.4699
Mexico,North America,2022,1257.704,23.6345,-102.5528
Estonia,Europe,2012,25.427,58.5953,25.0136
India,South Asia,2016,1853.717,20.5937,78.9629
Belgium,Europe,2007,299.274,50.5039,4.4699
Bhutan,South Asia,2023,6.021,27.5142,90.4336
Costa Rica,Central America,2005,24.598,9.7489,-83.7534
Romania,Europe,2017,210.911,45.9432,24.9668
Mexico,North America,2025,1480.87,23.6345,-102.5528
Nepal,South Asia,2015,9.64,28.3949,84.124
Fiji,Oceania,2019,4.745,-17.7134,178.065
Fiji,Oceania,2005,3.219,-17.7134,178.065
Singapore,Asia,2018,309.877,1.3521,103.8198
Nepal,South Asia,2019,12.497,28.3949,84.124
Estonia,Europe,2008,22.323,58.5953,25.0136
Costa Rica,Central America,2017,31.356,9.7489,-83.7534
Algeria,Africa,2015,178.322,28.0339,1.6596
Romania,Europe,2009,136.858,45.9432,24.9668
Estonia,Europe,2023,34.336,58.5953,25.0136
Mexico,North America,2013,1117.819,23.6345,-102.5528
Fiji,Oceania,2018,4.61,-17.7134,178.065
Mexico,North America,2026,1426.705,23.6345,-102.5528
Bhutan,South Asia,2022,5.784,27.5142,90.4336
Bhutan,South Asia,2020,5.09,27.5142,90.4336
Belgium,Europe,2023,347.268,50.5039,4.4699
India,South Asia,2019,2132.83,20.5937,78.9629
India,South Asia,2008,958.075,20.5937,78.9629
Mexico,North America,2006,887.86,23.6345,-102.5528
Algeria,Africa,2011,168.521,28.0339,1.6596
Algeria,Africa,2026,206.353,28.0339,1.6596
Romania,Europe,2005,131.242,45.9432,24.9668
Belgium,Europe,2023,361.448,50.5039,4.4699
Mexico,North America,2013,1033.213,23.6345,-102.5528
Mexico,North America,2019,1199.515,23.6345,-102.5528
Bhutan,South Asia,2012,3.051,27.5142,90.4336
Mexico,North America,2005,949.104,23.6345,-102.5528
Costa Rica,Central America,2014,28.478,9.7489,-83.7534
Costa Rica,Central America,2021,35.014,9.7489,-83.7534
Bhutan,South Asia,2023,6.451,27.5142,90.4336
Fiji,Oceania,2005,3.036,-17.7134,178.065
Estonia,Europe,2016,29.011,58.5953,25.0136
Costa Rica,Central America,2008,24.558,9.7489,-83.7534
India,South Asia,2008,898.469,20.5937,78.9629
India,South Asia,2008,905.999,20.5937,78.9629
Romania,Europe,2009,148.993,45.9432,24.9668
Romania,Europe,2025,235.58,45.9432,24.9668
Fiji,Oceania,2013,3.319,-17.7134,178.065
Nepal,South Asia,2016,10.854,28.3949,84.124
Bhutan,South Asia,2007,2.472,27.5142,90.4336
Estonia,Europe,2004,20.868,58.5953,25.0136
Belgium,Europe,2019,341.943,50.5039,4.4699
Algeria,Africa,2025,217.016,28.0339,1.6596
India,South Asia,2004,672.624,20.5937,78.9629
Belgium,Europe,2026,378.405,50.5039,4.4699
Belgium,Europe,2023,415.253,50.5039,4.4699
India,South Asia,2011,1166.55,20.5937,78.9629
Mexico,North America,2015,1092.419,23.6345,-102.5528
India,South Asia,2008,892.58,20.5937,78.9629
Mexico,North America,2010,1102.361,23.6345,-102.5528
Estonia,Europe,2012,24.259,58.5953,25.0136
Mexico,North America,2007,987.82,23.6345,-102.5528
Fiji,Oceania,2024,5.015,-17.7134,178.065
Belgium,Europe,2023,358.066,50.5039,4.4699
Singapore,Asia,2019,320.783,1.3521,103.8198
Fiji,Oceania,2025,5.501,-17.7134,178.065
Estonia,Europe,2009,24.676,58.5953,25.0136
Belgium,Europe,2013,280.276,50.5039,4.4699
Costa Rica,Central America,2011,27.403,9.7489,-83.7534
Belgium,Europe,2019,358.488,50.5039,4.4699
Fiji,Oceania,2010,3.454,-17.7134,178.065
Nepal,South Asia,2022,13.993,28.3949,84.124
Algeria,Africa,2015,179.373,28.0339,1.6596
Mexico,North America,2011,1098.64,23.6345,-102.5528
Algeria,Africa,2007,163.424,28.0339,1.6596
Nepal,South Asia,2005,6.393,28.3949,84.124
Belgium,Europe,2024,375.888,50.5039,4.4699
Nepal,South Asia,2012,8.832,28.3949,84.124
Fiji,Oceania,2008,3.261,-17.7134,178.065
Mexico,North America,2016,1298.114,23.6345,-102.5528
Fiji,Oceania,2022,5.161,-17.7134,178.065
India,South Asia,2007,821.704,20.5937,78.9629
Nepal,South Asia,2019,11.852,28.3949,84.124
Mexico,North America,2013,1048.78,23.6345,-102.5528
Fiji,Oceania,2025,5.633,-17.7134,178.065
India,South Asia,2004,767.562,20.5937,78.9629
Costa Rica,Central America,2025,36.035,9.7489,-83.7534
Mexico,North America,2024,1280.155,23.6345,-102.5528
Romania,Europe,2013,177.497,45.9432,24.9668
Mexico,North America,2018,1224.107,23.6345,-102.5528
Romania,Europe,2010,170.831,45.9432,24.9668
Bhutan,South Asia,2004,2.042,27.5142,90.4336
